premise_name,opening_date,closing_date,premise_address1
CURRENT'S CAFETERIA,2/4/1993 12:00:00 AM,23-MAR-1995,3002 N ROXBORO ROAD
FAT ALBERT'S,2/11/1993 12:00:00 AM,23-FEB-1994,3120 FAYETTEVILLE STREET
MOM AND SONS,2/24/1993 12:00:00 AM,20-JUL-1994,304 S DRIVER AVE
DURHAM ADMIN BLDG,3/11/1993 12:00:00 AM,04-OCT-2001,200 E MAIN ST
MIAMI SUBS,3/8/1993 12:00:00 AM,12-OCT-1994,3536 HILLSBOROUGH ROAD
ANNA MARIA'S PIZZERIA,3/26/1993 12:00:00 AM,25-JUL-1994,325 W MAIN ST
CHURCH'S FRIED CHICKEN,10/1/1992 12:00:00 AM,02-DEC-2013,3400 N ROXBORO RD
CRESCENT CAFE,4/29/1993 12:00:00 AM,23-DEC-1994,317 W MAIN STREET
ONE ELEVEN CAFE,4/6/1993 12:00:00 AM,21-OCT-1994,111 W MAIN ST
RISTORANTE LUCIA INC,5/27/1993 12:00:00 AM,07-NOV-1997,5410 GREENWOOD COMMONS
P D QUIX,5/6/1993 12:00:00 AM,01-AUG-1996,3119 SHANNON ROAD
J B'S RESTAURANT,6/11/1993 12:00:00 AM,16-NOV-1994,4900 HIGHWAY 55
PANDA HOUSE,6/10/1993 12:00:00 AM,20-SEP-1994,3600 N DUKE STREET
SUBWAY,6/2/1993 12:00:00 AM,15-JUL-1998,5300 N ROXBORO ROAD
DUKE HOSPITAL SOUTH CAFE,6/29/1993 12:00:00 AM,21-SEP-2009,DUKE MEDICAL CENTER
HALBY'S,6/14/1993 12:00:00 AM,08-JUN-1998,1121 UNIVERSITY DR
EGG ROLL KING,7/8/1993 12:00:00 AM,17-JUL-1995,247 W HIGHWAY 54
RICK SHAW EXPRESS,7/26/1993 12:00:00 AM,13-JUN-1994,3723 WAKE FOREST HIGHWAY
ROSES SNACK BAR,7/9/1993 12:00:00 AM,25-JUN-1995,1100 MIAMI BLVD
"STEVIE'S RESTAURANT &amp; NIGHTCLUB",7/28/1993 12:00:00 AM,10-MAR-1995,3808 GUESS ROAD
CHICK-FIL-A DRIVE THRU,8/18/1993 12:00:00 AM,07-AUG-2000,40001 CHAPEL HILL BLVD
COLEMANS RESTAURANT,8/5/1993 12:00:00 AM,11-MAR-2008,1006 E PETTIGREW STREET
CRAB POT II (THE),8/20/1993 12:00:00 AM,27-APR-1996,115 PAGE POINT CIRCLE
INN AT BONNIE BRAE,8/18/1993 12:00:00 AM,08-JUN-1998,4117 N ROXBORO ROAD
MITSUBISHI CAFETERIA,8/23/1993 12:00:00 AM,30-DEC-1999,3 DIAMOND LANE
OCEAN REEF,8/20/1993 12:00:00 AM,29-NOV-1996,307 FOUSHEE STREET
"TUDOR'S BISCUITS &amp; BURGERS",8/12/1993 12:00:00 AM,24-OCT-1995,3225 GUESS ROAD
RICCI'S RESTAURANT,8/31/1993 12:00:00 AM,10-APR-1997,2000 CHAPEL HILL ROAD
SUBWAY,8/10/1993 12:00:00 AM,10-MAR-1998,4711 HOPE VALLEY RAOD
BAK'S BISTRO,9/3/1993 12:00:00 AM,09-AUG-1994,1821 HILLANDALE ROAD
DOWN UNDER PUB (THE),9/8/1993 12:00:00 AM,27-MAR-1996,802 W MAIN STREET
BECTON DICKINSON CAFETERIA,9/16/1993 12:00:00 AM,05-MAR-2004,DAVIS DRIVE
HOUSE OF PIZZA RESTAURANT,9/13/1993 12:00:00 AM,21-JUN-1994,2003 HOLLOWAY STREET
MARK'S NEW AMERICAN CUISINE,9/9/1993 12:00:00 AM,01-NOV-1996,1104 BROAD STREET
DURHAM PIZZA RESTAURANT,9/21/1993 12:00:00 AM,01-SEP-2009,4707 HILLSBOROUGH ROAD
MCDONALD'S (VILLAGE) #4320,9/1/1993 12:00:00 AM,12-DEC-2000,1010 N MIAMI BLVD
STOP N GO,9/27/1993 12:00:00 AM,30-OCT-1994,2526 ERWIN ROAD
CHINA INN,9/14/1993 12:00:00 AM,08-MAR-1999,2701 HILLSBOROUGH ROAD
AMF DURHAM,10/25/1993 12:00:00 AM,16-AUG-2001,4508 CHAPEL HILL BLVD
BABY DOLLS,10/19/1993 12:00:00 AM,25-JAN-1995,2705 GUESS RD
DAVE'S DINER,10/6/1993 12:00:00 AM,07-JUL-1994,7603 N ROXBORO RD
DUNKIN DONUTS,10/11/1993 12:00:00 AM,12-JAN-1995,3531 HILLSBOROUGH RD
MCDONALD'S #6455,10/1/1993 12:00:00 AM,08-JUN-1998,2505 CHAPEL HILL BLVD
MA BEATTY'S KITCHEN,10/11/1993 12:00:00 AM,06-OCT-1995,2000 AVONDALE DR
SUBS ETC,10/15/1993 12:00:00 AM,08-SEP-1999,231 WEST
TOPS CHINA RESTAURANT,10/15/1993 12:00:00 AM,03-JAN-2001,1919 HOLLOWAY ST
PASCHALL'S GRILL,10/25/1993 12:00:00 AM,02-JAN-1996,104 W PARRISH ST
AMF BOWLING CENTER,10/12/1993 12:00:00 AM,24-MAR-1999,4508 CHAPEL HILL BLVD
KROGER R332 DELI,11/15/1993 12:00:00 AM,24-AUG-2001,3457 HILLSBOROUGH RD
MAMA MIA PIZZERIA,11/17/1993 12:00:00 AM,14-MAR-1996,2425 GUESS RD
QUINTILAS CORP,11/17/1993 12:00:00 AM,05-JUN-1997,1007 SLATER RD
DAWSON'S CAFE AT FIVE POINTS,12/15/1993 12:00:00 AM,24-MAR-1999,427 A W MAIN ST
DOUG'S SEAFOOD EXPRESS,12/2/1993 12:00:00 AM,07-MAR-1995,2000 CHAPEL HILL RD
PASCHALL'S CAFE,12/3/1993 12:00:00 AM,05-MAR-2012,1102 HOLLOWAY ST
PIZZA AMANTE,12/6/1993 12:00:00 AM,23-AUG-2002,8 WYNMORE DRIVE
RTP DOUGHNUTS,1/6/1994 12:00:00 AM,31-OCT-1996,2105 HWY 54
14 KARAT DINNIN THEATRE,1/7/1994 12:00:00 AM,12-FEB-2010,1222 N ALSTON AVE
"TOWN &amp; COUNTRY #1",1/12/1994 12:00:00 AM,03-AUG-2001,1423 E CLUB BLVD
BOSTON MARKET,1/19/1994 12:00:00 AM,09-MAR-2010,3029 AUTO DR
HUEY'S RESTAURANT,1/19/1994 12:00:00 AM,15-FEB-1995,604 MORREENE RD
ROMANO'S MACARONI GRILL  58,1/20/1994 12:00:00 AM,06-FEB-2009,4020 CHAPEL HILL BLVD
GRADY'S AMERICAN GRILL,1/26/1994 12:00:00 AM,06-JUN-1996,4010 CHAPEL HILL BLVD
"MALACHITE CAFE &amp; GRILL",1/25/1994 12:00:00 AM,23-FEB-1995,317 W MAIN ST
GINGER INN,1/27/1994 12:00:00 AM,21-FEB-2000,4831 S APEX HWY
SPAGHETTI FREDDY'S,1/31/1994 12:00:00 AM,15-JUN-1995,4201 N ROXBORO RD
COASTAL GRILL,2/1/1994 12:00:00 AM,10-NOV-1994,2500 ERWIN RD
JAXON'S DINNER THEATRE,2/22/1994 12:00:00 AM,04-MAY-1995,3120 FAYETTEVILLE ST
LE COCO,2/24/1994 12:00:00 AM,22-SEP-2006,5277 N ROXBORO RD
PEARSONTOWN GRILL,2/24/1994 12:00:00 AM,28-SEP-1995,2500 DAKOTA ST
SANTA FE JACKS,2/23/1994 12:00:00 AM,24-MAY-1995,912 W MAIN ST
GREAT WALL CHINESE RESTAURANT,3/8/1994 12:00:00 AM,28-NOV-1995,112 ROTHER LN
JANET'S PLACE,3/10/1994 12:00:00 AM,23-AUG-1999,706 E MAIN ST
GLAXO MERIDIAN,3/21/1994 12:00:00 AM,12-FEB-1999,2510 MERIDIAN PARKWAY
MCDONALD #11213,3/1/1994 12:00:00 AM,24-APR-2001,102 MORGAN ST
SHRIMP BOAT,3/23/1994 12:00:00 AM,18-JUL-1995,2637 CHAPEL HILL BLVD
OMLETTE WORLD RESTAURANT (THE),3/28/1994 12:00:00 AM,26-APR-1995,"I 85 &amp; REDWOOD ROAD"
ARBYS,4/15/1994 12:00:00 AM,01-APR-1996,2115 AVONDALE DRIVE
PULCINELLA'S ITALIAN RESTUARANT,4/6/1994 12:00:00 AM,30-NOV-2005,4711 HOPE VALLEY RD
T J HOOPS,4/15/1994 12:00:00 AM,24-SEP-1996,2000 CHAPEL HILL RD
CAROLINA COOKIN,5/13/1994 12:00:00 AM,07-FEB-1996,2011 N ROXBORO RD
JAIMIE'S,5/2/1994 12:00:00 AM,14-JAN-1999,3460 HILLSBOROUGH RD
PIZZA 4 U,5/12/1994 12:00:00 AM,09-MAY-1995,3006 N ROXBORO RD
FISHERMEN THREE,5/27/1994 12:00:00 AM,29-JAN-1996,5174 N ROXBORO RD
FANTASIA,5/31/1994 12:00:00 AM,19-FEB-2010,4350 GARRETT RD
KWIK WOK,6/13/1994 12:00:00 AM,26-FEB-1999,3723 WAKE FOREST HWY
WINNERS CUP,6/9/1994 12:00:00 AM,30-AUG-1995,216 DAVIDSON AVE
LIZARD'S LICK,6/16/1994 12:00:00 AM,30-AUG-1996,3311 GUESS ROAD
MIAMI PIZZA,6/21/1994 12:00:00 AM,31-MAR-1995,2003 HOLLOWAY STREET
FULL MOON GARDEN,6/24/1994 12:00:00 AM,13-OCT-1996,4212 GARRETT RD
ARBYS,7/7/1994 12:00:00 AM,01-APR-1996,3311 HILLSBOROUGH RD
SICILIAN DELIGHT,7/18/1994 12:00:00 AM,31-MAY-1995,2000 CHAPEL HILL RD
ANNA MARIAS,7/25/1994 12:00:00 AM,18-OCT-1994,325 W MAIN STREET
CHINA ONE,7/27/1994 12:00:00 AM,29-AUG-2008,4325 HWY 55
PALACE GRILL,7/25/1994 12:00:00 AM,08-SEP-1999,3801 WAKE FOREST HWY
UNDERWRITERS LABORATORY,7/27/1994 12:00:00 AM,08-JUN-1998,12 LABORATORY DR
SUBWAY,8/8/1994 12:00:00 AM,08-SEP-1999,3744 GUESS RD
ARTY P'S,8/24/1994 12:00:00 AM,17-JUN-1998,14 PARK PLAZA
COACHES' CORNER,8/30/1994 12:00:00 AM,16-JUN-1996,2510 UNIVERSITY DR
DANA'S BEACH BINGO,8/18/1994 12:00:00 AM,01-JUN-1996,1020 HWY 70
JACKIE'S COUNTRY GRILL,8/18/1994 12:00:00 AM,07-FEB-1996,7603 N ROXBORO RD
TACO BELL,8/8/1994 12:00:00 AM,05-DEC-1995,3821 N DUKE ST
HONG KONG CHINESE RESTAURANT,9/9/1994 12:00:00 AM,21-JUL-1999,3003 GUESS RD
WONDERFUL CHINESE RESTAURANT,9/20/1994 12:00:00 AM,22-AUG-1996,3600 N DUKE ST
SHELLS DELI,9/6/1994 12:00:00 AM,15-DEC-1994,5400 A MIAMI BLVD
ROYAL HOME FASHIONS,10/3/1994 12:00:00 AM,29-DEC-1999,2102 FAY AND EASTVIW STS
STOP N GO,10/3/1994 12:00:00 AM,04-JAN-1996,2526 ERWIN RD
A MAZE'N CASTLES,10/20/1994 12:00:00 AM,11-FEB-2000,271 W NC HWY 54
ANNA MARINAS,10/18/1994 12:00:00 AM,09-MAR-1995,325 W MAIN ST
BULL CITY BREWERY AND CAFE,10/21/1994 12:00:00 AM,02-SEP-1996,115 N DUKE ST
MIAMI SUBS,10/12/1994 12:00:00 AM,10-OCT-1997,3536 HILLSBOROUGH RD
OASIS  THE,10/27/1994 12:00:00 AM,09-JUN-1996,3000 HWY 70
MAD HATTERS BAKE SHOP,11/8/1994 12:00:00 AM,05-JUN-2002,2200 W MAIN ST
PENNYS ATTACK OF DELICIOUS,11/1/1994 12:00:00 AM,08-NOV-2001,2223 HWY 54
SUMANS INDIAN RESTUARANT,11/10/1994 12:00:00 AM,30-JAN-1998,912 W MAIN ST
ARBYS  6052,11/14/1994 12:00:00 AM,22-SEP-1997,2115 S HWY 54
JIMS UNIVERSITY COSTAL MART,11/10/1994 12:00:00 AM,24-AUG-1998,2500 ERWIN RD
JACARANDAS,11/21/1994 12:00:00 AM,21-APR-2001,5410 HWY 55
DUNKIN DONUTS,12/5/1994 12:00:00 AM,26-MAR-1999,2103 N ROXBORO RD
LAGRILLADE,12/20/1994 12:00:00 AM,07-NOV-1996,2701 CHAPEL HILL RD
DEILI IN THE PARK,12/19/1994 12:00:00 AM,11-APR-2002,5400 S MIAMI BLVD STE 136
GLAXO  COC,1/5/1995 12:00:00 AM,19-JUL-2010,5 MOORE DRIVE
DELI DOG,1/13/1995 12:00:00 AM,01-FEB-1995,3411 UNIVERSITY DR
DUNKIN DONUTS,1/12/1995 12:00:00 AM,26-MAR-1999,3531 HILLSBOROUGH ROAD
BURROUGHS WELCOME MAIN,1/18/1995 12:00:00 AM,22-MAR-1996,3030 CORNWALLIS RD
BURROUGHS WELLCOME NORTH,1/18/1995 12:00:00 AM,22-MAR-1996,3030 CORNWALLIS ROAD
BURROUGHS WELLCOME  SOUTH,1/18/1995 12:00:00 AM,22-MAR-1996,3030 CORNWALLIS ROAD
B W RESEARCH COMMONS,1/18/1995 12:00:00 AM,02-SEP-1996,ALEXANDER DRIVE
B W RESEARCH COMMONS 2,1/18/1995 12:00:00 AM,22-MAR-1996,3030 CORNWALLIS ROAD
SUBWAY  11138,1/2/1995 12:00:00 AM,17-JUL-1997,1000 N MIAMI BLVD
NORTH CAROLINA SPECIALTY HOSPI,1/19/1995 12:00:00 AM,13-MAY-2005,1110 W MAIN ST
POPS,1/23/1995 12:00:00 AM,17-NOV-2003,810 W PEABODY ST
BIG JAKE INC  C MINI MART,1/26/1995 12:00:00 AM,25-FEB-2003,2321 HWY 54 E
MOLLYS,2/7/1995 12:00:00 AM,26-JUN-2001,304 S DRIVER
ARBYS  148,2/10/1995 12:00:00 AM,15-JUL-1997,5278 N ROXBORO ROAD
"LARRYS CALABASH SEAFOOD &amp; STEAKS",2/14/1995 12:00:00 AM,18-JAN-1996,604 MORREENE ROAD
AMAZON SEAFOOD EXPRESS,2/20/1995 12:00:00 AM,09-MAY-1996,2000 CHAPEL HILL ROAD  15
DELI DOG,2/1/1995 12:00:00 AM,11-JUL-1995,3411 UNIVERSITY DRIVE
LEONARDOS,2/21/1995 12:00:00 AM,03-JUN-1996,317 W MAIN ST
BOGARTS,2/24/1995 12:00:00 AM,15-OCT-1996,105 W MAIN ST
ANNA MARIAS PIZZA,3/9/1995 12:00:00 AM,31-MAR-1997,325 W MAIN ST
CHEEK RD GROCERY,3/1/1995 12:00:00 AM,29-JAN-2008,5801 CHEEK RD
PARK DINER,3/16/1995 12:00:00 AM,31-AUG-2009,5410 HWY 55 SOUTH
SHOOTERS II,3/15/1995 12:00:00 AM,03-JUN-1996,3300 HILLSBOROUGH RD
MIAMI PIZZA,3/28/1995 12:00:00 AM,01-AUG-1995,2003 HOLLOWAY ST
TOP'S FOOD MART,4/3/1995 12:00:00 AM,13-JAN-2011,6007 FARRINGTON RD
OAK CREEK SUBWAY INC,4/4/1995 12:00:00 AM,27-MAY-2003,4600 CHAPEL HILL BLVD
REDWOOD CAFE,4/26/1995 12:00:00 AM,24-FEB-1997,5139 REDWOOD ROAD
CHINA GATE,5/5/1995 12:00:00 AM,10-AUG-1995,124 E MAIN ST
GRANDMAS KITCHEN,5/3/1995 12:00:00 AM,08-JUN-1998,3120 FAYETTEVILLE ST
BUY AND GO,9/29/1994 12:00:00 AM,04-SEP-1996,2502 HOLLOWAY ST
TOREROS  2,4/4/1995 12:00:00 AM,20-OCT-2008,3808 GUESS RD
NEW YORKER  THE,5/22/1995 12:00:00 AM,12-AUG-1996,4731 APEX HWY
PIZZA 4 U,5/9/1995 12:00:00 AM,30-JUN-1996,3006 N ROXBORO RD
PIZZA INN,5/18/1995 12:00:00 AM,23-MAR-1999,3648 CHAPEL HILL BLVD
BRURGGERS BAGEL BAKERY,8/10/1995 12:00:00 AM,06-MAR-2008,1831 MARTIN LUTHER KING PWK
CHECKERS #266,8/10/1995 12:00:00 AM,07-JUL-1998,3900 N DUKE STREET
HARRIS TEETER #172 DELI,8/10/1995 12:00:00 AM,07-FEB-2002,1817 MARTIN LUTHER KING PWK
MAIN STREET CAFE,8/10/1995 12:00:00 AM,12-FEB-1999,313 W MAIN STREET
MOTOROLA CAFETERIA,8/10/1995 12:00:00 AM,22-OCT-1998,3026 CORNWALLIS ROAD
SICILIAN DELIGHT,8/10/1995 12:00:00 AM,08-MAR-1996,2000 CHAPEL HILL ROAD
"MRS B'S DELI &amp; BAKERY",8/10/1995 12:00:00 AM,14-OCT-1996,2000 CHAPEL HILL ROAD
BASILS,8/10/1995 12:00:00 AM,07-JUL-1998,4201 N ROXBORO ROAD
CHINA CAFE,8/31/1995 12:00:00 AM,01-OCT-1997,247 W HWY 54
ITALIANO PASTA AND PIZZA,8/31/1995 12:00:00 AM,07-JUL-1998,3550 N ROXBORO RD
MINI PARK RESTAURANT,8/31/1995 12:00:00 AM,08-JUN-1998,1001 W CHAPEL HILL ST
BISCUITVILLE  124,8/31/1995 12:00:00 AM,01-AUG-2005,1810 HOLLOWAY ST
DELI DOG,8/31/1995 12:00:00 AM,31-MAR-1998,3411 UNIVERSITY DRIVE
NCHS CAFETERIA,8/31/1995 12:00:00 AM,18-APR-1996,DAVIS DR
NINETEENTH HOLE  THE,8/31/1995 12:00:00 AM,25-JUN-2003,HWY 751 CAMERON BLVD
SHRIMP BOATS,9/18/1995 12:00:00 AM,02-DEC-1997,2637 DURHAM CHAPEL HILL BLVD
P D QUIX,8/31/1995 12:00:00 AM,11-MAR-2000,2405 HOLLOWAY ST
BLIMPIE,9/18/1995 12:00:00 AM,15-JUN-2006,3409 G HILLSBOROUGH RD
DEBORAHS,9/18/1995 12:00:00 AM,02-OCT-1996,317 W MAIN ST
JERSEY MIKES,9/18/1995 12:00:00 AM,01-NOV-1995,2105 E HWY 54
MONA LISA PIZZA,9/18/1995 12:00:00 AM,20-FEB-1996,2003 HOLLOWAY ST
LEES CHINESE,9/18/1995 12:00:00 AM,04-NOV-1996,124 E MAIN ST
KNOW DELICATESSEN,9/18/1995 12:00:00 AM,27-JUL-2010,2520 FAYETTEVILLE ST
RANDYS PIZZA,9/18/1995 12:00:00 AM,21-MAY-2008,1813 MARTIN LUTHER KING PKWY
JAVA REPUBLIC COFFEE HOUSE,9/18/1995 12:00:00 AM,15-JAN-1998,4900 NC HWY 55
WINNERS CUP,9/18/1995 12:00:00 AM,04-MAR-1996,216 DAVIDSON AVE
SUBWAY,10/13/1995 12:00:00 AM,09-JUN-2004,4900 HWY 55
DURHAM HILTON FOODSERVICE,10/13/1995 12:00:00 AM,21-JAN-1997,3800 HILLSBOROUGH RD
LONE STAR STEAKHOUSE #6108,10/13/1995 12:00:00 AM,13-DEC-2006,3630 CHAPEL HILL BLVD
PEARSON TOWN GRILL,10/13/1995 12:00:00 AM,08-JUN-1998,2500 DAKOTA ST
"BLIMPIES SUBS &amp; SALADS",11/2/1995 12:00:00 AM,01-MAR-1999,2322 HIGHWAY 54
MCDONALDS,11/28/1995 12:00:00 AM,13-NOV-1995,5450 NEW HOPE COMMONS DR
R T PARKS,11/28/1995 12:00:00 AM,08-JUN-1998,2500 MEREDION PKWY UNIT 128
SCOOPS ICE CREAM CAFE,11/28/1995 12:00:00 AM,08-JUL-1997,1835 MARTIN LUTHER KING PKWY
LIL DINO DELI AND GRILL,11/29/1995 12:00:00 AM,16-JAN-1998,3225 GUESS RD
PHILLY STEAK FACTORY,11/28/1995 12:00:00 AM,21-JAN-2003,5410 NEW HOPE COMMONS DRIVE
CHESAPEAKE BAGEL BAKING,1/23/1996 12:00:00 AM,25-OCT-2001,5428 NEW HOPE COMMONS DR
NEW YORK NEW YORK,1/23/1996 12:00:00 AM,31-MAY-2011,811 BROAD ST
PLAZA RESTAURANT,1/23/1996 12:00:00 AM,20-AUG-2009,101 E CHAPEL HILL ST
JERSEY MIKES-RTP,1/23/1996 12:00:00 AM,19-MAR-1998,2105 E HWY 54
MCDONALDS  5625,1/23/1996 12:00:00 AM,28-DEC-1998,4717 APEX HIGHWAY
MCDONALDS  16083,1/23/1996 12:00:00 AM,28-DEC-1998,5450 NEW HOPE COMMONS DRIVE
VINNIES STEAKHOUSE,4/2/1996 12:00:00 AM,22-JAN-1999,4015 UNIVERSITY DR
THE TAVERN,1/23/1996 12:00:00 AM,10-DEC-2009,5504 CHAPEL HILL BLVD
SASSYS RESTAURANT,1/23/1996 12:00:00 AM,23-SEP-1997,1821 HILLANDALE RD
THAI GARDEN,4/2/1996 12:00:00 AM,31-MAR-1998,3117-D SHANNON RD
EMERALD GARDENS,1/29/1996 12:00:00 AM,03-APR-1997,2514 UNIVERSITY DR
NEO RENIASSANCE,1/29/1996 12:00:00 AM,12-FEB-1999,5408 NEW HOPE COMMONS DRIVE
MARINERS COVE,3/1/1996 12:00:00 AM,19-SEP-2001,604 MOREENE RD
STOP N GO,3/1/1996 12:00:00 AM,04-JAN-2001,2526 ERWIN ROAD
BULL CITY CAFE,3/1/1996 12:00:00 AM,07-DEC-1999,104 W PARRISH ST
FISHERMEN THREE,3/1/1996 12:00:00 AM,08-JUN-1998,5128 N ROXBORO RD
STEAK AND EGGS,3/1/1996 12:00:00 AM,07-JAN-1997,1013 W MAIN ST
HAWTHORN SUITES DURHAM F S,4/1/1996 12:00:00 AM,29-JAN-2009,1900 MEREDITH DR
PHILLY STEAK FACTORY,4/1/1996 12:00:00 AM,18-FEB-1999,4731 APEX HWY
B J SPORTS BAR,4/1/1996 12:00:00 AM,18-JUL-2000,2223 HWY 54 PARK TERRACE
SELECT SEAFOOD,4/1/1996 12:00:00 AM,13-NOV-2014,2003 HOLLOWAY ST
DYNASTY EXPRESS,4/1/1996 12:00:00 AM,08-JUN-1998,2306 ELDER STREET
ENO CAFE,4/1/1996 12:00:00 AM,21-JAN-1997,621 BROAD ST
SAMS GRILL AND CAFE,4/1/1996 12:00:00 AM,08-JUN-1998,4711 HOPE VALLEY RD
IBM 662 CAFETERIA,4/24/1996 12:00:00 AM,26-FEB-2008,5 PARK PLAZA
WINNERS CUP,4/24/1996 12:00:00 AM,11-MAR-1997,216 DAVIDSON AVE
ITALIAN SICILIAN DELIGHT,4/24/1996 12:00:00 AM,24-APR-1997,2000 CHAPEL HILL ROAD
BEIJING GARDEN,4/24/1996 12:00:00 AM,25-JUN-2001,4627 HILLSBOROUGH RD
MAMMA NAPOLI,4/24/1996 12:00:00 AM,29-JUL-1996,4625 HILLSBOROUGH ROAD
GLAXO SMITH KLINE MAIN,4/24/1996 12:00:00 AM,19-JUL-2010,3030 CORNWALLIS RD
GLAXO SMITH KLINE NORTH,4/24/1996 12:00:00 AM,06-MAY-2010,3030 CORNWALLIS RD
GLAXO  SMITH KLINE RC 2,4/24/1996 12:00:00 AM,24-JUN-2007,79 ALEXANDER DRIVE
GLAXO SMITH KLINE SOUTH,4/24/1996 12:00:00 AM,19-JUL-2010,3030 CORNWALLIS RD
DOWNUNDER PUB,4/24/1996 12:00:00 AM,04-DEC-2007,802 W MAIN ST
MIAMI SUBS GRILL 194,4/24/1996 12:00:00 AM,01-OCT-2003,2114 EAST HWY 54
ARBYS,6/3/1996 12:00:00 AM,30-SEP-1999,2115 AVONDALE DR
ARBYS,6/3/1996 12:00:00 AM,30-SEP-1999,3311 HILLSBOROUGH RD
BOMBAY GRILLE,6/3/1996 12:00:00 AM,04-JUN-2012,2223 EAST HWY 54
BURGER KING #9653,6/3/1996 12:00:00 AM,27-FEB-1998,4829 HOPE VALLEY RD
CHAMPS SPORTS BAR AND GRILL,6/3/1996 12:00:00 AM,20-AUG-1999,115 PAGE PINTE CIRCLE
NCHS CAFETERIA,6/3/1996 12:00:00 AM,04-DEC-1996,12 DAVIS DRIVE
GLAXO CHARLES A SANDERS CENTER,6/3/1996 12:00:00 AM,19-JUL-2010,5 MOORE DRIVE
SEAFOOD DELIGHT,8/7/1996 12:00:00 AM,15-MAR-2000,2000 CHAPEL HILL RD  15
LIGGETT AND MYERS CAFETERIA,7/8/1996 12:00:00 AM,15-MAR-2000,2 MOOR ST
BASF CAFETERIA,7/8/1996 12:00:00 AM,17-DEC-2001,26 DAVIS DRIVE
G E AIRCRAFT ENGINES,8/7/1996 12:00:00 AM,30-OCT-2000,3701 S MIAMI BLVD
GRADYS AMERICAN GRILL,8/7/1996 12:00:00 AM,08-JUN-2004,4010 CHAPEL HILL BLVD
DANA'S BEACH BINGO,8/7/1996 12:00:00 AM,31-MAY-2011,1020 HWY 70 EAST
SHOOTERS  II,8/7/1996 12:00:00 AM,08-SEP-1999,3300 HILLSBOROUGH
BANDIDO'S,8/7/1996 12:00:00 AM,21-MAY-2014,4711 HOPE VALLEY RD
GOLDEN GARDEN  THE,8/7/1996 12:00:00 AM,29-JAN-2009,3808 SUITE G
KIM SON RESTAURANT,8/7/1996 12:00:00 AM,04-DEC-2009,2425 GUESS RD
PIE WORKS,8/27/1996 12:00:00 AM,08-SEP-2000,607 BROAD ST
MCDONALDS  19805,8/27/1996 12:00:00 AM,12-DEC-2000,1708S MIAMI BLVD
TORERO'S IV MEXICAN REST,8/27/1996 12:00:00 AM,18-MAY-2010,4121 CHAPEL HILL BLVD
ITALIAN PIZZA CAFE,8/27/1996 12:00:00 AM,04-DEC-1997,4625 HILLSBORO ROAD
SEAFOOD R US,10/1/1996 12:00:00 AM,24-FEB-1999,3119 SHANNON RD
BRUEGGERS BAGEL BAKERY,10/10/1996 12:00:00 AM,28-MAR-2008,626 NINTH ST
EL RODEO,10/10/1996 12:00:00 AM,29-MAR-2007,4215 UNIVERSITY DR
PISSANIS,10/10/1996 12:00:00 AM,18-AUG-1997,1058 W CLUB BLVD
CHICAGO EXPRESS,10/10/1996 12:00:00 AM,28-JAN-1998,201 S DILLARD STREET
T J HOOPS,10/10/1996 12:00:00 AM,16-APR-1998,200 W CHAPEL HILL RD
END ZONE  THE,12/11/1996 12:00:00 AM,19-FEB-1997,317 W MAIN STREET
JERSEY MIKES,12/11/1996 12:00:00 AM,10-AUG-1999,4201 UNIVERSITY DR
LA JAROCHITA,12/11/1996 12:00:00 AM,13-DEC-1996,2000 CHAPEL HILL RD
TASTE OF THE ISLAND,12/11/1996 12:00:00 AM,28-APR-1998,2534 S ROXBORO RD
DAWSONS CAFE,12/11/1996 12:00:00 AM,25-OCT-2000,105 W MAIN ST
BYRDS  3 DELI,12/11/1996 12:00:00 AM,22-MAR-2000,3616 HILLSBOROUGH RD
BLUE NILE  THE,12/11/1996 12:00:00 AM,14-AUG-1997,2000 CHAPEL HILL ROAD
U S MARKET ROTISSERE,12/11/1996 12:00:00 AM,11-MAR-1997,2105 E HWY 54
LUNCH N TIME,12/16/1996 12:00:00 AM,09-SEP-1997,124 E MAIN ST
BULL CITY DELI,12/16/1996 12:00:00 AM,20-NOV-2006,4834 NC HWY 55
DOMINICKS,12/16/1996 12:00:00 AM,07-JUL-1998,2701 CHAPEL HILL RD
OCEAN DRIVE,12/16/1996 12:00:00 AM,30-SEP-1997,2000 AVONDALE DR
STEVE AND CLARKS,1/28/1997 12:00:00 AM,16-APR-1998,115 N DUKE ST
GEORGES GOURMET GARAGE,1/28/1997 12:00:00 AM,28-MAY-2010,737 NINTH ST
LA JARO CHITA,1/28/1997 12:00:00 AM,22-MAY-1997,2000 CHAPEL HILL ROAD
NCHS,1/28/1997 12:00:00 AM,25-SEP-1998,12 DAVIS DR
FUDDRUCKERS,2/17/1997 12:00:00 AM,02-JAN-2002,1809 MARTIN LUTHER KING JR
"STEAK &amp; EGGS KITCHEN",2/17/1997 12:00:00 AM,12-FEB-1999,1013 W MAIN ST
CAFFE MEZZA,2/17/1997 12:00:00 AM,13-MAR-1998,4015 UNIVERSITY DR
DURHAM HILTON FOOD SERVICE,2/17/1997 12:00:00 AM,17-FEB-2006,3800 HILLSBOROUGH RD
OLE N C BBQ,2/17/1997 12:00:00 AM,29-JUL-1999,4201 N ROXBORO RD
